;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERIE;ANO;CODUP;NOMEUP;Hiper_e_Supermercados_estabelecimentos_hab;Mercearias_e_similares_estabelecimentos_hab;Distribuicao_de_equipamentos_culturais;Livrarias_e_papelarias_M2_hab;Locadoras;Bancas_de_revista;Matricula_na_Educacao_Infantil;Matricula_no_Ensino_Fundamental;indice_de_Aproveitamento_no_Ensino_Fundamental;Matricula_no_Ensino_Medio;indice_de_Aproveitamento_no_Ensino_Medio;Quadras_campos_e_pistas_de_cooper;area_residencial_adequada;Padrao_de_acabamento;Seguranca_do_Terreno_indice_de_risco_geologico_efetivo;indice_de_Salubridade_Ambiental;Fornecimento_de_Energia_Eletrica;Possibilidade_de_acesso_Pavimentacao;Numero_de_veiculos_por_habitante;Frequencia_das_linhas_por_UP;Tranquilidade_sonora;Ausencia_de_coletivos_poluidores;area_de_verde__por_habitante;Centros_de_saude;Outros_equipamentos_de_assistencia_medica_estabelecimento_hab;Equipamentos_odontologicos_estabelecimento_habitante;APVP;Agencias_bancarias;Postos_de_gasolina;Farmacias;Espacos_publicos_para_inclusao_digital;Correios;Telefones_Publicos;Ausencia_de_crimes_contra_a_pessoa_homicidios_tentados_e_consumados;Ausencia_de_crimes_contra_o_patrimônio_roubo_e_furto;Ausencia_de_acidentes_de_trânsito;IOL_1_Abastecimento;IOL_2_Cultura;IOL_3_Educacao;IOL_4_Esportes;IOL_5_Habitacao;IOL_6_Infra-estrutura_urbana;IOL_7_Meio_Ambiente;IOL_8_Saude;IOL_9_Servicos_Urbanos;IOL_10_Seguranca_urbana;IQVU_1_Abastecimento;IQVU_2_Cultura;IQVU_3_Educacao;IQVU_4_Esportes;IQVU_5_Habitacao;IQVU_6_Infra-estrutura_urbana;IQVU_7_Meio_Ambiente;IQVU_8_Saude;IQVU_9_Servicos_Urbanos;IQVU_10_Seguranca_urbana;IOL;IQVU
NOVA SERIE;2012;2509;Säo Francisco;0;1,872183619;0;34,51907325;0,117013808;0,117013808;42,43077197;56,05698029;89,86666667;69,47890819;77;0,351041423;22,8533817;7,634326824;0,888753291;0,931278456;110,1404591;86,02942437;77,11209923;11,36333333;473,1;92,73743017;8,721151339;0,117013808;0,936110461;0,234027615;41,61937193;10,53124269;2,340276153;4,680552305;1,170138076;0;57,33676574;7,892581325;82,237304;165,9255792;0,446476453;0,299819977;0,758918869;0,945778265;0,729980684;0,94052233;0,92647815;0,742786318;0,573685385;0,828577749;0,540697696;0,443092215;0,762775043;0,899926961;0,729980684;0,94052233;0,92647815;0,703627363;0,56647193;0,828577749;0,742595998;0,747281895
NOVA SERIE;2012;2510;Confisco;0;0,874976126;0;0;0;0;0;207,7644735;87,45;0;0;0,21872266;1,278156168;0,218344519;0,90106539;0,761382336;81,35719612;94,91227996;15,09186352;12,24666667;473,1;0;6,08491117;0,21872266;0;0;84,05323371;0;0;2,187226597;6,56167979;0;30,62117235;16,50262467;234,864392;380,5774278;0,324031041;0;0,308528842;0,837331291;0,49494955;0,829768745;0,578676731;0,162406144;0,3035671;0,985630099;0,335870905;0,166804537;0,375612702;0,815057012;0,49494955;0,829768745;0,578676731;0,223528148;0,351061565;0,985630099;0,482705342;0,510490813
NOVA SERIE;2012;2601;Mantiqueira/Sesc;0,172271538;1,787317205;0,064602265;2,950170119;0,021534088;0,043068177;3,416763893;98,39533876;87,725;52,40349599;70,13333333;0,021534088;15,23767453;3,654232263;0,659147256;0,758880584;99,35051182;92,60851445;3,07937465;4,496666667;473,1;91,66666667;16,11440387;0,086136354;0;0,021534088;47,66031196;0,646022654;0,646022654;3,445454154;1,938067962;0;48,88238081;1,366337913;16,83535036;31,99965545;0,882548184;0,158928716;0,55993138;0,163723597;0,609481787;0,735423537;0,957622331;0,433688024;0,401446909;0,286837291;0,881500747;0,253706226;0,580853895;0,279003706;0,609481787;0,735423537;0,957622331;0,479215961;0,436071221;0,286837291;0,565728798;0,584849244
NOVA SERIE;2012;2602;Serra Verde;0,103464415;1,189840774;0;6,518365235;0,051733057;0,103466115;46,48167098;96,2258159;88,75;69,51111111;76,8;0,051733057;12,6362628;4,849660877;0,726461473;0,915434084;99,12324235;81,07028408;4,862907398;10,03;472,1;100;85,40421712;0,051733057;0;0;47,85086021;0;0,517330574;2,069322297;1,034661148;0;36,73047077;3,644593895;48,61872737;83,65235385;0,741720906;0,170855089;0,8079746;0,349189073;0,617045968;0,759454951;0,968216925;0,391499551;0,30482592;0,600356494;0,756755155;0,29664514;0,805514156;0,446218838;0,617045968;0,759454951;0,968216925;0,416562737;0,348018471;0,600356494;0,607019085;0,622846588
NOVA SERIE;2012;2603;Piratininga;0,155288255;2,018747319;0;16,46058583;0,077644273;0,135877477;27,39678239;88,41830877;95,99166667;75,75649697;69,4;0,116466409;21,67587961;4,945315382;0,868617997;0,750953668;112,0804131;96,72778963;4,794533843;5,78;472,1;97,2972973;0,388778738;0,019411068;0,019411068;0,038822136;43,43803921;0,776442728;0;2,911660229;1,746996137;0,194110682;49,88644525;0,959877322;7,644078654;23,54562572;0,883094765;0,241045632;0,743328738;0,619782872;0,68980591;0,758892304;0,664309761;0,421907889;0,389009622;0,193825532;0,883063272;0,326481549;0,746482417;0,655576455;0,68980591;0,758892304;0,664309761;0,473658687;0,428835972;0,193825532;0,595915796;0,61158615
NOVA SERIE;2012;2604;Jardim Europa;0,121570711;2,917697055;0,081047129;18,07350975;0,121570693;0,081047129;71,52222119;126,5513367;93,55;50,99247091;58,25;0,121570693;23,04610771;5,335320804;0,8197694;0,832981398;125,9494491;95,67340542;13,08911132;6,78;473,1;80;1,561336884;0,081047129;0,040523564;0,162094258;48,54722068;2,431413867;0,810471289;5,673299023;3,647120801;0;63,21676055;2,611743729;33,62645378;62,52785995;0,874999353;0,343972676;0,824787659;0,635559993;0,696816358;0,828873162;0,728904059;0,482717604;0,504633986;0,482854068;0,868495557;0,423317461;0,817817618;0,690085488;0,696816358;0,828873162;0,728904059;0,572933828;0,504331417;0,482854068;0,670107746;0,685294435
NOVA SERIE;2012;2605;Venda Nova;0,336707189;2,188596726;0,056116723;68,29405163;0,168350168;0,336700337;51,96394698;166,2479305;93,575;355,0837989;84,1;0,056116723;28,01754153;8,455933356;0,860709678;0,782875146;124,0224413;96,42128102;24,41077441;7,68;471,1;88,88888889;11,85937337;0,112233446;0,673400673;1,40291807;34,33114497;10,1010101;1,122334456;13,46801347;2,805836139;1,122334456;46,01571268;3,785072952;20,52749719;61,78451178;0,955834579;0,545841277;0,882040202;0,372450919;0,761929342;0,874317454;0,94427287;0,8704043;0,779876216;0,477575812;0,934294389;0,541751174;0,842878697;0,467870101;0,761929342;0,874317454;0,94427287;0,735303148;0,640276308;0,477575812;0,798224256;0,759879766
NOVA SERIE;2012;2606;Céu Azul;0,131543278;2,5322081;0,032886083;9,208103131;0,065772165;0,065772165;13,57966588;117,8402497;92,4375;55,27549824;66;0,164430413;19,64700342;3,862694746;0,824301725;0,765326934;110,7875792;92,11213136;4,308076822;12,08;471,1;96,96969697;0,628261544;0,065772165;0,032886083;0,098658248;37,39455758;2,630886609;0;3,617469087;2,630886609;0;31,57063931;2,251052355;23,07945278;46,56669298;0,878853044;0,211779076;0,653533639;0,744684365;0,658057959;0,755332555;0,68158737;0,566881607;0,353520359;0,395767894;0,871444186;0,323965489;0,653963458;0,740766237;0,658057959;0,755332555;0,68158737;0,579658062;0,388693523;0,395767894;0,6140725;0,622441468
NOVA SERIE;2012;2607;Copacabana;0,132608057;1,723904745;0;6,879061132;0,116032356;0,149184458;19,92396719;98,66149747;93,51875;105,5161787;68,44;0,099456306;20,47999403;5,693065942;0,806908464;0,780146119;103,5036344;87,91337824;3,895371967;11,48;472,1;91,89189189;0,927074072;0,049728153;0,033152102;0,132608407;47,50753661;1,989126111;0,331521018;3,149449675;1,160323565;0;26,19016046;1,03517438;8,417318658;22,24506034;0,840591469;0,260759249;0,720292833;0,562106281;0,687735816;0,747432298;0,699170885;0,456908152;0,322916924;0,198815449;0,840056933;0,363989927;0,729580153;0,615490679;0,687735816;0,747432298;0,699170885;0,519499122;0,396233275;0,198815449;0,586296458;0,608987034
NOVA SERIE;2012;2608;Säo Joäo Batista;0,064093668;1,858716365;0;11,02422766;0,128188694;0,128188694;6,485665935;50,7711326;96,53333333;15,57971014;91,3;0,192283041;21,06587937;6,229477974;0,75454595;0,639592818;114,6322531;89,3778675;22,49711575;9,48;471,1;89,04109589;6,285654396;0,064094347;0,064094347;0;32,39591949;0,640943469;1,281886938;0,640943469;1,281886938;0;17,30547366;4,900012819;57,47981028;103,1278041;0,720951705;0,26755342;0,428269475;0,797398284;0,69052504;0,858181425;0,892235395;0,571799234;0,310764064;0,682443115;0,814104177;0,376566349;0,580923229;0,78079997;0,69052504;0,858181425;0,892235395;0,645105842;0,429407908;0,682443115;0,629268767;0,682652139
SERIE HISTÓRICA;2012;1801;Bairro das Indústrias;;;0,093388121;19,70489354;;;;86,31154248;;108,1521739;73,44974874;;26,28705827;4,196917808;;;116,4098174;87,17287047;30,81807994;;153,1;;;0,093388121;;;;3,735524841;;;;;51,36346657;;21,08703773;105,7246918;0,604828958;0,071054369;0,907118918;;0,492629134;0,854725926;0,952905874;0,281729067;0,609991346;0,716396981;0,601745665;0,169019677;0,905649941;;0,492629134;0,854725926;0,952905874;0,338810471;0,608690098;0,716396981;0,637902637;0,648252225
SERIE HISTÓRICA;2012;1802;Lindéia;;;0,019939782;7,716695579;;;;104,6355461;;61,35770235;60,02994681;;22,71646288;4,138233064;;;107,8930738;90,95349757;1,136567566;;153,1;;;0,099698909;;;;1,39578473;;;;;45,26330482;;0;15,4752647;0,434436207;0,086598004;0,855539744;;0,463742357;0,790166405;0,952905874;0,358807119;0,313231713;0,150952128;0,444330224;0,194395725;0,855539693;;0,463742357;0,790166405;0,952905874;0,411539262;0,450939257;0,150952128;0,534480407;0,561036183
SERIE HISTÓRICA;2012;1803;Barreiro de Baixo;;;0,071066471;88,35931208;;;;135,6680918;;127,7139208;73,82996667;;30,53020562;6,607728788;;;117,1841423;93,85150902;7,248780026;;148,1;;;0,023688824;;;;6,159094139;;;;;72,96157673;;0;11,01767186;0,705910879;0,261363271;0,919440357;;0,615342527;0,808777088;0,947963807;0,449137665;0,734556089;0,182264884;0,6891299;0,357778443;0,918828395;;0,615342527;0,808777088;0,947963807;0,510220547;0,712286206;0,182264884;0,6628673;0,670439638
SERIE HISTÓRICA;2012;1804;Barreiro de Cima;;;0;10,15940633;;;;65,91751062;;31,40772271;68,60242014;;16,74351302;3,796941846;;;103,900651;76,7386503;3,989384181;;150,1;;;0,050712511;;;;0,338083405;;;;;32,28696519;;0;14,43785182;0,318437224;0,124504682;0,799549131;;0,393183403;0,785191548;0,95;0,571336332;0,163831041;0,121825531;0,334879497;0,207324149;0,80799645;;0,393183403;0,785191548;0,95;0,541038805;0,301405611;0,121825531;0,515593459;0,531383125
SERIE HISTÓRICA;2012;1805;Jatobá;;;0,013616372;4,221075421;;;;106,1566844;;87,6938223;65,13586865;;11,172819;2,535584205;;;96,4163361;79,15492539;1,062077041;;153,1;;;0,068081862;;;;0,544654893;;;;;55,0101442;;0;9,491973149;0,314725847;0,013167902;0,875569342;;0,282888143;0,771126181;0,952905874;0,24626724;0,234613164;0,075567374;0,324046584;0,122347443;0,875485537;;0,282888143;0,771126181;0,952905874;0,299589;0,367682135;0,075567374;0,45727098;0,483383764
SERIE HISTÓRICA;2012;1806;Cardoso;;;0,050078874;10,26616922;;;;106,1945458;;105,2120593;71,97479359;;23,82411373;5,34899643;;;109,0440301;95,85164086;6,209780404;;152,1;;;0,100157748;;;;0,500788742;;;;;92,39552295;;0;21,51138042;0,37937509;0,040398772;0,896367803;;0,518584922;0,806234762;0,951956516;0,314879474;0,287412186;0,162016157;0,398781868;0,134671407;0,894711344;;0,518584922;0,806234762;0,951956516;0,366105064;0,409031964;0,162016157;0,538977545;0,563692685
SERIE HISTÓRICA;2012;1807;Olhos D'água;;;0;3,707365299;;;;112,826975;;40,24024024;67,9;;4,629509392;1,401503436;;;84,19243986;60,03483516;11,86356896;;152,1;;;0,123578843;;;;2,471576866;;;;;21,00840336;;41,12703905;149,6663371;0,323450222;0,004019244;0,844836427;;0,145660685;0,760820688;0,951956516;0,228890885;0,333104367;0,835215074;0,348031213;0,071123923;0,844683456;;0,145660685;0,760820688;0,951956516;0,25123928;0,358985093;0,835215074;0,494980744;0,504916133
SERIE HISTÓRICA;2012;1901;Barro Preto;;;1,62469537;538,586515;;;;312,2200872;;430,6859206;84,73671417;;58,25423883;15,7992875;;;136,1239758;100;151,9090171;;150,1;;;0,162469537;;;;69,86190089;;;;;445,1665313;;0;125,9301381;0,677307491;0,948187112;0,927415102;;0,90069224;0,954458163;0,95;0,987884306;0,997912661;0,724809498;0,676826387;0,609600534;0,927233865;;0,90069224;0,954458163;0,95;0,839422744;0,958637272;0,724809498;0,909142545;0,873817987
SERIE HISTÓRICA;2012;1902;Centro;;;1,874304457;1109,119663;;;;155,6688115;;168,8073394;79,0390678;;51,07651731;12,0622126;;;113,7273465;97,30010874;136,8242254;;148,1;;;0;;;;108,9439466;;;;;497,8621215;;0;0;0,99643354;0,750145422;0,929754782;;0,844144063;0,940650584;0,947963807;0,676570112;0,998816723;0,208655745;0,99142525;0,652243545;0,927119579;;0,844144063;0,940650584;0,947963807;0,655609558;0,901282589;0,208655745;0,83102472;0,813681192
SERIE HISTÓRICA;2012;1903;Francisco Sales;;;2,444987775;643,7303528;;;;452,2299734;;454,5994065;92,89856397;;66,9079532;13,81723847;;;140,832396;99,67449426;134,8236116;;151,1;;;0,116427989;;;;78,00675282;;;;;379,5552451;;0;67,07416463;0,937639329;0,664249757;0,933536627;;0,909607627;0,95052307;0,95098802;0,971431686;0,995737852;0,600867622;0,913618797;0,599680218;0,925890478;;0,909607627;0,95052307;0,95098802;0,854315816;0,918324614;0,600867622;0,910882942;0,881118536
SERIE HISTÓRICA;2012;1904;Savassi;;;1,595156525;284,1191292;;;;400,1374675;;430,9865471;79,59687858;;95,85970816;20,52594174;;;132,2478437;99,23124117;28,29590154;;143,1;;;0;;;;46,04201787;;;;;140,4825348;;0;0;0,935366486;0,973115694;0,924540752;;0,976582599;0,864383256;0,942503119;0,651285244;0,943720511;0,119126211;0,932090505;0,419025363;0,92373948;;0,976582599;0,864383256;0,942503119;0,63758974;0,902911178;0,119126211;0,82720344;0,803808089
SERIE HISTÓRICA;2012;1905;Prudente de Morais;;;0,261342254;72,60087811;;;;224,1328322;;154,040404;87,96019672;;70,76505018;13,5156293;;;104,8196089;83,60803028;17,1963203;;152,1;;;0,052268451;;;;11,49905917;;;;;39,72402258;;0;43,33577253;0,74157271;0,521631087;0,928935997;;0,914285754;0,827447546;0,951956516;0,462735347;0,732797788;0,41928986;0,689034043;0,491285407;0,896137786;;0,914285754;0,827447546;0,951956516;0,628725378;0,707720124;0,41928986;0,755687655;0,766790485
SERIE HISTÓRICA;2012;1906;Santo Antônio;;;0,622391448;95,37233653;;;;96,66555329;;119,7574893;85,58880286;;77,2414996;16,12257669;;;118,0084946;95,27560891;18,1225745;;151,1;;;0,109833785;;;;10,25115325;;;;;38,80793732;;0;23,65453614;0,599373245;0,68932069;0,910882782;;0,943481093;0,841335439;0,95098802;0,480734211;0,756232396;0,306455216;0,596170142;0,61181757;0,886392913;;0,943481093;0,841335439;0,95098802;0,48053261;0,727891951;0,306455216;0,750906606;0,741995908
SERIE HISTÓRICA;2012;1907;Anchieta/Sion;;;0,300341928;49,7643471;;;;107,6402107;;40,64120698;83,21591981;;79,66496303;15,21843191;;;111,1356976;93,93570058;12,03678033;;145,1;;;0;;;;10,16541909;;;;;32,8065798;;0;11,18427132;0,792912281;0,609582676;0,865564897;;0,941187561;0,824638667;0,94475299;0,31904757;0,703017438;0,194235728;0,758405466;0,559736159;0,861006969;;0,941187561;0,824638667;0,94475299;0,483111129;0,687375449;0,194235728;0,716928255;0,733328063
SERIE HISTÓRICA;2012;1908;Serra;;;0,306198329;94,921482;;;;61,2409231;;46,35879218;68,95996169;;78,63537159;15,02372032;;;119,2459134;96,8770943;13,77892481;;152,1;;;0,131227855;;;;11,37308079;;;;;47,67945409;;0;41,42863392;0,781101189;0,608658384;0,842541737;;0,93856778;0,832366943;0,951956516;0,927120914;0,783954318;0,373493766;0,735188294;0,562163157;0,842541201;;0,93856778;0,832366943;0,951956516;0,818614164;0,755504658;0,373493766;0,822656891;0,799268526
SERIE HISTÓRICA;2012;1909;Mangabeiras;;;0,536049317;37,79147682;;;;173,80752;;238,5786802;61,87809224;;71,96806084;9,769056261;;;123,7295826;77,30147652;14,47333155;;153,1;;;0;;;;0;;;;;136,6925757;;20,34307156;151,3133208;0,350596209;0,461219654;0,902873968;;0,859257029;0,82281812;0,952905874;0,4822904;0,278123138;0,812811679;0,393095238;0,447828315;0,883939445;;0,859257029;0,82281812;0,952905874;0,482041463;0,494523997;0,812811679;0,692238365;0,716544302
SERIE HISTÓRICA;2012;1910;Säo Bento/Sta. Lúcia;;;0,384142594;41,48740012;;;;89,17762613;;22,40506329;90,7;;72,29644591;12,27259207;;;117,8234183;80,12149164;36,10940381;;152,1;;;0,076828519;;;;9,987707437;;;;;58,38967425;;0;79,67885679;0,569597382;0,169114049;0,819677841;;0,903033998;0,865439631;0,951956516;0,893449308;0,694694998;0,548728941;0,59793837;0,282574411;0,829012501;;0,903033998;0,865439631;0,951956516;0,761026595;0,670694673;0,548728941;0,787935152;0,773640533
SERIE HISTÓRICA;2012;1911;Belvedere;;;0,265557228;105,1606621;;;;32,00580631;;55,3633218;98,2;;105,4085917;20,16738688;;;102,7452974;86,91133142;29,83092857;;153,1;;;0;;;;20,35938745;;;;;62,84854386;;11,22421882;89,41311853;0,764329121;0,523777894;0,827498783;;0,980677129;0,854267924;0,952905874;0,425787182;0,682758505;0,667136777;0,73675834;0,497915936;0,829779074;;0,980677129;0,854267924;0,952905874;0,542082016;0,66856317;0,667136777;0,770776704;0,782811411
SERIE HISTÓRICA;2012;1912;Barragem;;;0,064729109;0,647291087;;;;18,79803975;;0;0;;1,034098647;0,170398738;;;88,10542915;11,02980175;15,34079876;;153,1;;;0;;;;0;;;;;11,00394848;;22,44805489;79,6880057;0,139205961;0,103713488;0,350933618;;0,038636732;0,665400998;0,952905874;0;0,027896625;0,598900332;0,313500364;0,255962421;0,501698186;;0,038636732;0,665400998;0,952905874;0,287722303;0,40181435;0,598900332;0,298012467;0,417534953
SERIE HISTÓRICA;2012;1913;Cafezal;;;0,037418148;1,122544434;;;;52,40740543;;0;0;;2,171390084;0,479565723;;;115,6520615;6,449500512;1,571562208;;153,1;;;0,074836296;;;;0;;;;;22,82507016;;12,49017774;46,06548176;0,161195084;0,023806884;0,435430108;;0,074411619;0,644711011;0,952905874;0,187996522;0,054406519;0,383801795;0,299456225;0,182777878;0,539828051;;0,074411619;0,644711011;0,952905874;0,468696062;0,453964907;0,383801795;0,323666592;0,436317704
SERIE HISTÓRICA;2012;2001;Instituto Agronômico;;;0,164115068;37,93402574;;;;51,16926832;;127,2391505;77,71309869;;41,14661384;9,469584802;;;126,635331;96,31013712;18,26366258;;148,1;;;0,02344501;;;;3,516751459;;;;;32,82301362;;0;16,76552646;0,613143922;0,354579089;0,874937672;;0,756138556;0,84238439;0,947963807;0,173774125;0,510442711;0,202292105;0,611850515;0,352710959;0,874844711;;0,756138556;0,84238439;0,947963807;0,346858056;0,699805004;0,202292105;0,623320366;0,668210368
SERIE HISTÓRICA;2012;2002;Boa Vista;;;0,021428878;8,271546736;;;;91,19043925;;63,11728395;60,58943662;;24,4268311;4,356502968;;;119,6235834;93,71300436;4,542922042;;151,1;;;0,064286633;;;;0,642866327;;;;;45,00064287;;0;18,85955514;0,379726332;0,022166125;0,864281842;;0,486640357;0,805523314;0,95098802;0,282750812;0,264469255;0,177027756;0,423347017;0,165383288;0,846185661;;0,486640357;0,805523314;0,95098802;0,408648457;0,468137931;0,177027756;0,522208475;0,567671365
SERIE HISTÓRICA;2012;2003;Floresta/Santa Tereza;;;0,292757187;99,01048071;;;;242,4480481;;144,9789537;81,94089589;;46,35519351;9,580378589;;;136,459079;93,21051332;33,69635225;;148,1;;;0,029275719;;;;5,855143744;;;;;53,57456526;;0;16,04602143;0,731079188;0,726347839;0,933511034;;0,785230675;0,870072797;0,947963807;0,524103121;0,72664166;0,209726004;0,727024187;0,63192754;0,931227978;;0,785230675;0,870072797;0,947963807;0,521567254;0,717602884;0,209726004;0,735179975;0,730376882
SERIE HISTÓRICA;2012;2004;Pompéia;;;0,043480151;21,91399626;;;;97,97126212;;103,6981132;65,38136827;;33,84705378;6,112751678;;;127,9194631;91,03776783;11,6961607;;152,1;;;0,043480151;;;;1,739206052;;;;;40,87134223;;1,64354972;45,78894735;0,515521876;0,048332166;0,899903283;;0,622076377;0,826146264;0,951956516;0,138793939;0,450082687;0,403241088;0,545664248;0,194200085;0,88620255;;0,622076377;0,826146264;0,951956516;0,345391145;0,627814218;0,403241088;0,586155008;0,639635418
SERIE HISTÓRICA;2012;2005;Taquaril;;;0,074430606;2,456209994;;;;51,41362426;;5,580693816;43,6;;4,345017119;0,940038499;;;103,1673812;45,65022005;3,324567062;;153,1;;;0,074430606;;;;0;;;;;27,04312013;;6,321639458;28,55902347;0,239183749;0,044577079;0,669728893;;0,131140995;0,738865071;0,952905874;0,1875261;0,063079274;0,23968586;0,261558165;0,160260328;0,705920371;;0,131140995;0,738865071;0,952905874;0,358089899;0,311560576;0,23968586;0,377131274;0,438308492
SERIE HISTÓRICA;2012;2006;Santa Efigênia;;;0,147510756;80,90964966;;;;68,42039572;;59,60088692;62,29479167;;30,01294038;6,66686356;;;112,0761321;80,42800026;8,088506454;;152,1;;;0,049170252;;;;3,6877689;;;;;55,07068224;;0;20,58020897;0,503813079;0,577982018;0,834779674;;0,612992636;0,806448837;0,951956516;0,736147448;0,571450649;0,22333053;0,578332827;0,538654575;0,850121385;;0,612992636;0,806448837;0,951956516;0,693495126;0,724078224;0,22333053;0,67015438;0,687748267
SERIE HISTÓRICA;2012;2007;Baleia;;;0;1,145344176;;;;89,60314658;;141,3988658;62,3;;9,042601077;1,701127089;;;116,1290323;55,02750762;8,933684572;;153,1;;;0,114534418;;;;3,436032528;;;;;75,59271561;;38,11705417;138,3690299;0,086349911;0,067152654;0,87726702;;0,226787105;0,771960662;0,952905874;0,714460841;0,481974681;0,807239284;0,117856242;0,197947913;0,870702776;;0,226787105;0,771960662;0,952905874;0,668489516;0,61719821;0,807239284;0,581614434;0,595644049
SERIE HISTÓRICA;2012;2008;Mariano de Abreu;;;0;45,84001834;;;;0;;0;0;;6,381061196;2,807377706;;;105,9342422;48,20145911;19,71120788;;153,1;;;0,229200092;;;;0;;;;;34,38001375;;88,42539537;291,5654366;0,201320496;0,04342293;0;;0,204549786;0,792402172;0,952905874;0,246505298;0,077258551;0,972379925;0,228229537;0,181177043;0,167995383;;0,204549786;0,792402172;0,952905874;0,381268433;0,343913197;0,972379925;0,378484144;0,45480774
SERIE HISTÓRICA;2012;2009;Santa Inês;;;0;60,36960986;;;;175,722879;;35,16483516;88,9;;43,16945585;8,329162861;;;123,805175;99,05421445;20,84188912;;152,1;;;0,102669405;;;;1,026694045;;;;;61,60164271;;13,01848049;111,9199179;0,640904693;0,054667161;0,854582776;;0,741937006;0,845851651;0,951956516;0,472952995;0,480910092;0,722065626;0,621631078;0,174001545;0,85458233;;0,741937006;0,845851651;0,951956516;0,472862673;0,61365094;0,722065626;0,692286699;0,708913631
SERIE HISTÓRICA;2012;2101;Capitäo Eduardo;;;0;0;;;;109,6820199;;78,73462214;52,3;;0,391927006;0,062414487;;;82,73641851;31,82188219;2,180649604;;153,1;;;0,229542064;;;;0;;;;;19,5110754;;44,96729026;144,5082061;0,119905711;0;0,859319716;;0,015974799;0,710190262;0,952905874;0,246527493;0,047311247;0,83790655;0,120270556;0,082228775;0,855619724;;0,015974799;0,710190262;0,952905874;0,290469772;0,147266325;0,83790655;0,418525598;0,437687627
