;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERIE;ANO;CODUP;NOMEUP;Hiper_e_Supermercados_estabelecimentos_hab;Mercearias_e_similares_estabelecimentos_hab;Distribuicao_de_equipamentos_culturais;Livrarias_e_papelarias_M2_hab;Locadoras;Bancas_de_revista;Matricula_na_Educacao_Infantil;Matricula_no_Ensino_Fundamental;indice_de_Aproveitamento_no_Ensino_Fundamental;Matricula_no_Ensino_Medio;indice_de_Aproveitamento_no_Ensino_Medio;Quadras_campos_e_pistas_de_cooper;area_residencial_adequada;Padrao_de_acabamento;Seguranca_do_Terreno_indice_de_risco_geologico_efetivo;indice_de_Salubridade_Ambiental;Fornecimento_de_Energia_Eletrica;Possibilidade_de_acesso_Pavimentacao;Numero_de_veiculos_por_habitante;Frequencia_das_linhas_por_UP;Tranquilidade_sonora;Ausencia_de_coletivos_poluidores;area_de_verde__por_habitante;Centros_de_saude;Outros_equipamentos_de_assistencia_medica_estabelecimento_hab;Equipamentos_odontologicos_estabelecimento_habitante;APVP;Agencias_bancarias;Postos_de_gasolina;Farmacias;Espacos_publicos_para_inclusao_digital;Correios;Telefones_Publicos;Ausencia_de_crimes_contra_a_pessoa_homicidios_tentados_e_consumados;Ausencia_de_crimes_contra_o_patrimônio_roubo_e_furto;Ausencia_de_acidentes_de_trânsito;IOL_1_Abastecimento;IOL_2_Cultura;IOL_3_Educacao;IOL_4_Esportes;IOL_5_Habitacao;IOL_6_Infra-estrutura_urbana;IOL_7_Meio_Ambiente;IOL_8_Saude;IOL_9_Servicos_Urbanos;IOL_10_Seguranca_urbana;IQVU_1_Abastecimento;IQVU_2_Cultura;IQVU_3_Educacao;IQVU_4_Esportes;IQVU_5_Habitacao;IQVU_6_Infra-estrutura_urbana;IQVU_7_Meio_Ambiente;IQVU_8_Saude;IQVU_9_Servicos_Urbanos;IQVU_10_Seguranca_urbana;IOL;IQVU
NOVA SERIE;2012;2103;Belmonte;0,087439686;2,076692531;0,021859835;9,028111747;0,131159008;0,021859835;39,58765797;99,13254975;91,84;71,87975647;64,05;0,153018843;16,27000612;3,58158885;0,726067664;0,779052883;110,3484321;77,35870887;5,639837363;12,24666667;470,1;50;11,37406901;0,087439339;0,021859835;0,021859835;36,96657017;1,311590084;0,437196695;2,841778516;2,841778516;0;77,60241333;0,927949985;14,68543698;30,0791326;0,790202393;0,219459907;0,782430423;0,719310223;0,625138943;0,761316602;0,890663088;0,554070763;0,424964275;0,24451007;0,804313557;0,336659279;0,778939227;0,716887676;0,625138943;0,761316602;0,890663088;0,575501839;0,459493313;0,24451007;0,624747485;0,635664372
NOVA SERIE;2012;2104;Gorduras;0,122696823;1,390563996;0;1,635924911;0,040898123;0;36,08772927;109,3791388;92,76;0;0;0,081796246;11,0693534;3,488686949;0,74021415;0,828195583;87,13288555;80,93700209;3,067359208;14,99666667;473,1;84,72222222;95,03941773;0,081796246;0;0;28,37259101;0;0;3,68083105;2,044906139;0;71,57171486;2,676782136;36,63653838;67,1547176;0,796796116;0,064631583;0,521472977;0,492951568;0,594612566;0,730004497;0,958642228;0,57398131;0,348159421;0,503650919;0,797098756;0,181419719;0,526553526;0,561243812;0,594612566;0,730004497;0,958642228;0,582799544;0,36730831;0,503650919;0,588559179;0,598137204
NOVA SERIE;2012;2105;Säo Paulo/Goiânia;0,127258328;2,640610303;0,063629422;34,40761008;0,095444133;0,063629422;34,55989937;83,79252721;89,94444444;54,03548941;69,91666667;0,127258844;23,42192988;4,768592294;0,824313917;0,888778101;107,4338957;87,74308602;9,576228048;11,34666667;472,1;87,33333333;3,628492269;0,079536778;0,159073556;0,031814711;45,05380195;3,499618223;0,636294222;3,658691779;1,749809112;0,159073556;53,28964113;0,611637821;4,403156019;19,04110461;0,876489259;0,324923058;0,736606461;0,652371768;0,689587037;0,808112765;0,825790288;0,531416063;0,500226342;0,138993357;0,872881793;0,448775879;0,744072409;0,718862552;0,689587037;0,808112765;0,825790288;0,590596714;0,500196497;0,138993357;0,638710567;0,653384859
NOVA SERIE;2012;2106;Cristiano Machado;0,152905747;1,873095404;0,063710499;28,27471967;0,152905199;0,216615698;70,65485033;105,1839872;90,705;63,50364964;77,92222222;0,0382263;45,79197757;10,13747339;0,893560281;0,857048284;110,8529692;96,82038703;10,63965341;11,16333333;469,1;92,53112033;3,070372306;0,0509684;0,191131498;0,267584098;26,60222736;4,204892966;1,146788991;4,204892966;1,529051988;0,382262997;38,73598369;0,808486239;0;6,778797146;0,872390956;0,44233479;0,851369297;0,271953536;0,842811972;0,819654585;0,808858942;0,705671491;0,571170992;0,0865978;0,872015159;0,563004862;0,831538441;0,479361481;0,842811972;0,819654585;0,808858942;0,682482277;0,565067016;0,0865978;0,701831002;0,70514734
NOVA SERIE;2012;2107;Cachoeirinha;0,122014352;2,287769107;0;28,85641949;0,122014459;0,152518073;5,255376807;54,09920248;90,06;56,54362416;57,6;0,122014459;26,06226184;5,137716101;0,88204692;0,882833749;114,1388655;96,15196408;24,25037367;10,74666667;471,1;93,00291545;0,354567961;0,061007229;0,091510844;0,091510844;40,69767442;0,305036147;0,610072294;3,355397615;0,610072294;0;45,14534972;1,904950737;18,47908977;44,10822682;0,858379202;0,31340733;0,532538739;0,636900321;0,711904364;0,888777142;0,659134666;0,558510349;0,319603549;0,35411734;0,848637468;0,457867839;0,58751638;0,735229469;0,711904364;0,888777142;0,659134666;0,625430981;0,443830934;0,35411734;0,617982036;0,654667382
NOVA SERIE;2012;2108;Concórdia;0,119026443;2,201989201;0,119026364;43,02803071;0,059513182;0,178539547;80,68603167;92,88345712;91,22857143;78,4164859;82,55;0,059513182;32,51599357;6,223813647;0,899941197;0,892420742;124,6276411;88,70941347;77,18859727;10,89666667;472,1;96,2962963;0,197183709;0;0,654645004;0,119026364;45,7732762;2,975659108;0,595131822;4,761054574;1,190263643;0;57,7277867;4,490269595;39,32631078;88,91269416;0,850722453;0,420980984;0,871151071;0,389900957;0,754048127;0,941707838;0,648939168;0,509818328;0,430395798;0,608156438;0,847496249;0,560008226;0,839875267;0,593566893;0,754048127;0,941707838;0,648939168;0,599764751;0,539825097;0,608156438;0,698342779;0,728929346
NOVA SERIE;2012;2201;Glória;0,122131275;2,442625504;0,015266476;8,259163702;0,122131811;0,122131811;44,34657444;77,58159825;91,45416667;43,3976447;72,8;0,183197716;24,56499244;4,901278896;0,809333768;0,900967631;119,2365233;94,86348881;4,015083279;14,93;471,1;89,47368421;1,275336725;0,076332382;0,015266476;0,030532953;50,6561424;0,763323817;0,610659054;3,511289559;2,289971452;0;53,58533197;0,663328397;5,172282186;17,25111827;0,864038341;0,275059921;0,741702229;0,78152384;0,694612664;0,76367361;0,719496824;0,388913997;0,414538811;0,141212485;0,857384227;0,414165069;0,749164146;0,772423399;0,694612664;0,76367361;0,719496824;0,459287447;0,466977683;0,141212485;0,598973964;0,618932384
NOVA SERIE;2012;2202;Abílio Machado;0,329533727;2,306736089;0,07061482;61,81150551;0,141229639;0,282459279;66,88680255;116,4209371;93,84285714;48,90977444;78,56666667;0,07061482;31,12266924;6,396940024;0,83043465;0,981554588;120,7646339;93,92882301;8,356086997;13,23;472,1;81,81818182;0,982086318;0,07061482;0,07061482;0,353074098;47,77373636;4,472271914;0,470765465;3,530740985;1,883061859;0,235382732;57,43338669;1,234582431;4,302796347;23,46765841;0,959959292;0,520146819;0,828262099;0,443623537;0,745710341;0,809327454;0,695292794;0,541192479;0,523317125;0,193270698;0,946286978;0,518557373;0,808649012;0,558161148;0,745710341;0,809327454;0,695292794;0,599788977;0,521077106;0,193270698;0,667615235;0,675317301
NOVA SERIE;2012;2203;Jardim Montanhês;0;3,000642857;0;33,74008135;0;0;51,69913556;39,57535956;83,25;42,578125;64,8;0,133360005;17,5641775;3,810987815;0,681032825;0,957611004;118,8424717;76,62249298;8,935120357;12,28;473,1;93,75;0,675702701;0,066680003;0;0,066680003;56,96114548;0;0;2,00040008;2,00040008;0;42,67520171;4,897646196;60,66546643;104,8876442;0,486080589;0,072062383;0,695944434;0,669543154;0,627706974;0,80231129;0,683292288;0,242061783;0,294069028;0,69102466;0,60018875;0,264712293;0,715386563;0,669529435;0,627706974;0,80231129;0,683292288;0,326096184;0,359204649;0,69102466;0,555480204;0,591845154
NOVA SERIE;2012;2204;Caiçara;0,201397023;1,711874695;0,125871661;23,91561564;0,276917655;0,352440652;55,52509694;81,39575166;88,49166667;57,92811839;71,96666667;0,125871661;41,09560255;8,77290285;0,848178951;0,993056461;114,8385686;93,67046294;11,68089016;11,69666667;469,1;94,62025316;0,655084294;0,025174332;0,075522997;0,22656899;37,77424661;5,790096418;0,503486645;3,776149838;0,755229968;0;35,7475518;1,798706039;5,810235883;28,42182111;0,894713718;0,58156793;0,782496231;0,648344748;0,811299318;0,833201563;0,681957522;0,564076924;0,386697885;0,247951365;0,879233827;0,575312674;0,77712745;0,723215923;0,811299318;0,833201563;0,681957522;0,623712694;0,495126303;0,247951365;0,671806212;0,692204491
NOVA SERIE;2012;2205;Antônio Carlos;0,055590019;2,946270997;0,074119369;69,54249819;0,111179054;0,296477477;49,37051709;57,76713704;88,66428571;27,21354167;72,55;0,148238738;27,5866624;5,558596838;0,869172616;0,939023818;120,1251647;87,97333845;22,68052699;10,54666667;471,1;91,32231405;8,310021936;0,074119369;0,259417792;0,018529842;56,63511377;3,335371616;2,038282654;3,335371616;1,482387385;0,370596846;46,88050105;0,934830545;1,256323309;16,3803806;0,735332169;0,516344569;0,68499511;0,707945931;0,723546738;0,883052457;0,9212986;0,330301329;0,590827854;0,135133839;0,780187528;0,51529413;0,711095516;0,706876068;0,723546738;0,883052457;0,9212986;0,53981173;0,582656486;0,135133839;0,633453332;0,66880381
NOVA SERIE;2012;2206;Padre Eustáquio;0,156236901;2,324023908;0,117178345;67,3580189;0,078118897;0,332005312;62,71609704;123,8236254;91,88095238;127,375;83,24;0,097648621;41,10843391;8,895048037;0,830336598;0,981180396;119,1710129;93,66772916;15,48707132;10,84666667;465,1;72;10,53013243;0,039059448;0,429653933;0,273416139;38,97454991;4,687133818;1,757675182;5,858917272;1,171783454;0,390594485;44,33247403;1,082923209;0;2,831810015;0,897662761;0,530682539;0,884190392;0,555484328;0,810926099;0,856224427;0,921558811;0,675444466;0,614479162;0,090162193;0,896395547;0,528799491;0,880876542;0,661905167;0,810926099;0,856224427;0,921558811;0,663787105;0,602498726;0,090162193;0,726966821;0,726620899
NOVA SERIE;2012;2207;Camargos;0;1,573372253;0;29,10521141;0;0;0;143,849926;85;0;0;0,786627335;20,98477286;5,821305638;0,911456616;0,825795005;96,37982196;81,94509568;20,84562439;12,13;473,1;83,01886792;47,37657945;0;0,196656834;0;23,5349494;0;0;0;1,966568338;0;60,96361849;13,65781711;201,927237;334,7099312;0,423540692;0,063553823;0,303414589;0,99854291;0,702431221;0,862718143;0,95726083;0,539195226;0,275438153;0,973236964;0,479431972;0,224181418;0,329488985;0,861853592;0,702431221;0,862718143;0,95726083;0,560194302;0,325450844;0,973236964;0,610742712;0,627763101
NOVA SERIE;2012;2208;PUC;0,154810861;2,167352055;0,123850512;19,53741834;0,185775769;0,309626281;55,14488334;46,08334139;87,975;62,22760291;82,86666667;0,216738397;34,33444871;7,701297758;0,809979018;0,957933375;115,0376622;87,23397899;8,483760102;11,83;471,1;76,92307692;2,706411817;0,092887884;0;0,154813141;36,57000885;5,573273059;0,619252562;5,88289934;0,928878843;0,309626281;36,84552745;1,747840357;15,56800941;37,3409295;0,889967464;0,526986873;0,756190293;0,834629093;0,773177021;0,804354402;0,781901494;0,593892286;0,523671637;0,316692485;0,871228073;0,524948875;0,763889639;0,816947864;0,773177021;0,804354402;0,781901494;0,593878235;0,520914905;0,316692485;0,691217471;0,68982245
NOVA SERIE;2012;2209;Santa Maria;0;2,118380046;0;17,68362883;0,13815335;0,046051117;55,99020874;111,7456339;93,11111111;47,45762712;44,5;0,13815335;27,99161179;8,193918367;0,873058925;0,841685877;98,36734694;92,81416896;3,914344923;16,29666667;472,1;100;2,17954342;0,046051117;0;0;22,51669341;1,84204467;0;1,381533502;0,921022335;0;30,39373705;3,612710108;37,06193875;73,31337785;0,460103779;0,232814211;0,771462292;0,682436672;0,760460891;0,752496045;0,774764373;0,556615146;0,248014125;0,551161705;0,506247815;0,371079394;0,765053402;0,682218201;0,760460891;0,752496045;0,774764373;0,581318341;0,316526927;0,551161705;0,617624727;0,635619351
NOVA SERIE;2012;2210;Prado Lopes;0;0,571409165;0,285714286;0;0,142857143;0;88,41123609;42,34950313;88,4;0;0;0,142857143;4,193228571;0,797115839;0,541781251;0,864910029;128,2742317;56,04698903;4,857142857;-3,186666667;472,1;100;0;0,142857143;0;0;40,89382211;0;0;2,857142857;4,285714286;0;20;11,20714286;150,9714286;249,1428571;0,24719448;0,359737529;0,535259457;0,694600125;0,471997822;0,680844147;0,634883592;0,527223188;0,286476293;0,938963582;0,593082021;0,509365332;0,623515404;0,694073605;0,471997822;0,680844147;0,634883592;0,588274095;0,426073758;0,938963582;0,53341783;0,600937992
NOVA SERIE;2012;2301;Jaqueline;0,052742185;1,503152265;0,026371308;8,438818565;0,105485232;0,052742616;38,11788942;122,5460154;88,41428571;119,3815572;72,125;0,105485232;14,63540401;4,423921735;0,762126721;0,84473077;104,4151425;81,15953807;3,375527426;11,41333333;472,1;100;4,88130072;0,052742616;0;0;54,09119843;1,318565401;1,054852321;2,109704641;1,318565401;0;60,39029536;1,251318565;18,11181435;39,45147679;0,658001383;0,229784659;0,815014216;0,583486674;0,632451665;0,741881501;0,869667932;0,276145002;0,410148895;0,304578009;0,667901023;0,348511145;0,809619433;0,65107079;0,632451665;0,741881501;0,869667932;0,336001452;0,443983376;0,304578009;0,575855434;0,593637097
NOVA SERIE;2012;2302;Isidoro Norte;0,202483697;0,708692938;0,202490635;0;0;0;8,817663113;144,2506463;88,3;86,92152918;65,35;0,303735952;8,341912524;2,214558721;0,708453273;0,874914028;81,68867269;60,61395979;0,708717222;9,096666667;473,1;100;351,7645687;0,202490635;0;0;35,79430876;0;1,012453174;1,012453174;5,06226587;0;23,286423;7,233977929;105,1736357;175,5593804;0,745469929;0,17542457;0,650890867;0,919693064;0,556071711;0,680854284;0,96831565;0,575045676;0,358499155;0,851320653;0,751501134;0,30795696;0,66186701;0,870869418;0,556071711;0,680854284;0,96831565;0,590700256;0,404325577;0,851320653;0,632282422;0,643935627
NOVA SERIE;2012;2303;Furquim Werneck/;0;0,20059649;0;0;0;0;4,301092993;87,12073223;86,5;0;0;0;0,475137412;0,200893778;0,608311908;0,743327575;57,6830526;54,33279916;4,413239719;11,08;473,1;86,76470588;72,43811196;0;0;0;17,18416686;0;0;0;1,003009027;0;19,05717151;7,567703109;106,5997994;174,8244734;0,106456184;0;0,327620798;0;0,440008563;0,686022254;0,960205587;0,477506745;0,168836996;0,856600105;0,26761577;0,171834078;0,366722854;0,32368196;0,440008563;0,686022254;0,960205587;0,500984021;0,237062734;0,856600105;0,451635658;0,495268823
NOVA SERIE;2012;2304;Planalto;0,221105139;1,326630832;0;56,82383506;0,221104417;0,165828312;75,28567197;153,0436868;89,4;134,3230404;77,13333333;0,165828312;36,14228843;9,131201517;0,890999447;0,913436452;112,911567;92,97880269;27,96970869;8,93;469,1;90,24390244;8,1791748;0,055276104;0,221104417;0,221104417;39,76611768;5,527610414;0;4,422088331;1,658283124;0;51,40677685;4,115305953;39,34553093;80,03979879;0,865708191;0,419689384;0,881851459;0,747630597;0,804398734;0,893037251;0,918997888;0,638016315;0,405449872;0,584670186;0,862914203;0,507835727;0,869559273;0,742410945;0,804398734;0,893037251;0,918997888;0,627865713;0,481205764;0,584670186;0,742429935;0,750008296
NOVA SERIE;2012;2305;Säo Bernardo;0,22836126;1,941070713;0,05709066;16,27083809;0,02854533;0,05709066;41,72151003;83,38870641;90,75555556;0;0;0,11418132;20,93829327;5,452214473;0,765572942;0,643711101;108,1255449;87,28409643;8,021237726;9,296666667;470,1;84;2,388723111;0,08563599;0;0,08563599;30,62144434;0,8563599;0,5709066;3,425439598;3,139986298;0,2854533;24,54898379;1,668474538;18,17766613;35,39620918;0,921792003;0,202621443;0,522080285;0,612500166;0,681833272;0,775822818;0,774158408;0,599763816;0,462098675;0,318854818;0,920793279;0,338584427;0,583174399;0,681108277;0,681833272;0,775822818;0,774158408;0,599359674;0,533696255;0,318854818;0,619684764;0,641503388
NOVA SERIE;2012;2306;Tupi/Floramar;0,157593988;2,661587352;0,052531125;5,11302947;0,087551874;0,105062249;21,42302089;71,39162431;94,13571429;21,67876302;74;0,0700415;18,94142569;4,153322119;0,805205077;0,82116894;110,8606672;90,39255968;5,638340717;10,61333333;472,1;83,87096774;0,249869484;0,087551874;0,017510375;0,052531125;55,63336882;0,175103749;0,700414996;2,101244988;1,225726243;0,175103749;39,57344727;0,883398414;8,909278748;22,55336287;0,909208134;0,273827118;0,583969854;0,440968739;0,657881576;0,77168228;0,644687425;0,297797624;0,398330364;0,19225588;0,862665194;0,402191107;0,596626852;0,541326803;0,657881576;0,77168228;0,644687425;0,350437791;0,449277726;0,19225588;0,551554179;0,569311649
NOVA SERIE;2012;2307;Primeiro de Maio;0,241320166;2,02105639;0,060330005;35,44387801;0,060330005;0,090495008;86,80159925;111,9379554;89,85;114,3408981;71,875;0,211155018;21,89009502;3,984650091;0,767149258;0,91620924;119,218585;86,64709477;14,44903623;10,09666667;473,1;84,61538462;3,243574867;0,12066001;0,060330005;0,12066001;53,15117353;2,111550179;0,603300051;2,413200205;2,111550179;0,301650026;36,19800308;1,521824379;17,24834847;40,66242346;0,930598235;0,307168013;0,607798893;0,826782281;0,662061808;0,843107039;0,810233232;0,415084714;0,481087345;0,319780393;0,92789019;0,43377792;0,627965169;0,809370738;0,662061808;0,843107039;0,810233232;0,482095811;0,537932901;0,319780393;0,626776369;0,648091857
NOVA SERIE;2012;2308;Jardim Felicidade;0;0,833329572;0;0;0;0;32,83521374;37,58272762;85,7;0;0;0,178571429;1,729721429;0,396845225;0,853694636;0,834004683;101,7150116;42,10906313;5,773809524;9,863333333;473,1;84,90566038;1,706238313;0,119047619;0;0;43,43938833;0;0;0;1,19047619;0;10,11904762;4,074404762;62,42857143;101,3095238;0,315063308;0;0,421996837;0,772968526;0,497406739;0,716498173;0,741070847;0,494744575;0,151436867;0,667965858;0,438421985;0,160714479;0,429097337;0,749848494;0,497406739;0,716498173;0,741070847;0,514510025;0,198902841;0,667965858;0,491250445;0,514158458
NOVA SERIE;2012;2401;Cabana;0,062701201;1,583205334;0,031350419;8,856493456;0,062700839;0,047025629;45,56848062;101,9529543;84,2;78,79911045;70;0,031350419;10,54301419;2,442629367;0,747254265;0,901725652;108,0108228;61,89550529;7,132220393;11,81333333;468,1;87,64044944;0,057491239;0,078376048;0,031350419;0,047025629;52,14197276;1,410768869;0,313504193;2,664785642;1,097264676;0;44,20409123;0,618387021;9,793870993;19,07673015;0,695836361;0,191379307;0,809101913;0,229180029;0,579652667;0,767369796;0,631763621;0,375862584;0,333400957;0,167702639;0,734529791;0,359164662;0,805121111;0,430297831;0,579652667;0,767369796;0,631763621;0,492539121;0,410341225;0,167702639;0,54120048;0,57964369
NOVA SERIE;2012;2402;Jardim América;0,109196547;1,487802956;0,054598564;24,56935383;0,068248205;0,163795692;68,76853487;96,25844357;91,63214286;192,6497044;81,51666667;0,040948923;32,71834689;7,837209965;0,714912935;0,948320429;119,5676952;85,73752143;10,41467609;10,28;470,1;89,47368421;2,270417214;0,054598564;0,095547487;0,191094974;34,77645811;2,593431793;0,955474871;2,729928203;1,228467691;0,13649641;54,18907483;0,470230133;0;7,084163686;0,787375295;0,33251679;0,88439972;0,28822695;0,756337384;0,818206958;0,772725496;0,624953586;0,471512229;0,063591386;0,853914302;0,515896089;0,874606137;0,54116267;0,756337384;0,818206958;0,772725496;0,622611715;0,591448012;0,063591386;0,65444883;0,684453309
NOVA SERIE;2012;2403;Barroca;0,181063334;1,388152226;0,060354887;57,98092786;0,160946365;0,442602503;71,68479228;72,88768102;88,14375;71,35112594;86,51666667;0,020118296;63,71905223;12,92012327;0,828684172;0,979320539;124,2212227;98,04221083;17,98575625;10,21333333;469,1;93,05555556;0,693769369;0;0,563312276;0,462720798;32,23682717;7,64495232;1,005914779;6,639037541;0,804731823;0,804731823;47,47917756;1,618516879;0;9,093469601;0,852452961;0,555528597;0,864437365;0,153834965;0,892299738;0,870423099;0,683738165;0,68381232;0,637448133;0,144868742;0,845355934;0,552067544;0,860122215;0,427846723;0,892299738;0,870423099;0,683738165;0,673065902;0,621058896;0,144868742;0,720202459;0,723882934
NOVA SERIE;2012;2404;Morro das Pedras;0;0,633403654;0,115167569;0;0;0,115167569;4,646544693;0;0;0;0;0,287918922;5,678114131;1,60339186;0,301177148;0,972321374;121,707901;20,85173182;10,76816768;9,213333333;473,1;76,83615819;2,77684592;0,057583784;0;0,057583784;56,9431446;2,87918922;0;1,151675688;1,151675688;0;17,27513532;3,193020845;58,4936082;94,78290913;0,265224695;0,212671722;0,043314765;0,908422671;0,39078187;0,706170851;0,784969111;0,230362675;0,240448351;0,622236563;0,348512333;0,338860656;0,404643838;0,858324762;0,39078187;0,706170851;0,784969111;0,441684108;0,367124821;0,622236563;0,399386964;0,498824898
NOVA SERIE;2012;2405;Betânia;0,22289658;1,760882983;0;18,81241084;0,066868759;0,133737518;48,64313382;92,13987819;94,35384615;50,84369449;68,8;0,245185449;26,44167194;6,407353558;0,764835282;0,866187873;119,3764854;90,13553792;10,11947218;13,49666667;471,1;83,75634518;10,86274885;0,111447932;0,111447932;0,222895863;43,48818765;2,006062767;1,114479315;2,451854494;1,783166904;0,222895863;56,39265335;1,213667974;9,401747504;24,07275321;0,907922811;0,233597457;0,783742424;0,869418585;0,720251935;0,816582985;0,935532325;0,609852863;0,515174531;0,220478233;0,906222893;0,431624708;0,781043476;0,842985061;0,720251935;0,816582985;0,935532325;0,609045715;0,514331912;0,220478233;0,683728245;0,688183511
NOVA SERIE;2012;2406;Estoril/Buritis/Pilar Oeste;0,168009465;0,408022987;0,144009217;38,4984639;0,168010753;0,024001536;19,7195093;71,1959858;94,33333333;73,25728771;94,36;0,072004608;58,15893097;13,49608163;0,724209585;0,905601023;99,88916417;79,88368087;12,57680492;13,21333333;466,1;73,80952381;65,04328007;0;0,144009217;0,264016897;15,32667718;8,400537634;1,200076805;2,640168971;0;0,480030722;28,80184332;1,714909754;3,715437788;22,41743472;0,631357151;0,416319181;0,709698415;0,450006844;0,87428492;0,824520648;0,947752062;0,61951216;0,461753275;0,214670164;0,632382796;0,496805692;0,710237681;0,538245781;0,87428492;0,824520648;0,947752062;0,618606476;0,49700375;0,214670164;0,669617036;0,678581712
NOVA SERIE;2012;2501;Garças/Braúnas;0;1,062898387;0;0;0;0;0;169,8994604;90,4;227,8443114;66,6;0,106292517;23,43436012;4,559954494;0,699231260;0,8741612;94,31171786;72,94310525;12,96768707;12,66333333;468,1;90;42,49601179;0;0;0;15,55693839;0;0;0;0;0;35,07653061;7,913477891;93,30357143;172,9379252;0,359385957;0;0,594189928;0,586269158;0,668686274;0,817627345;0,961985883;0,479996216;0,104605263;0,846403466;0,39680716;0,151545139;0,61036709;0,652379451;0,668686274;0,817627345;0,961985883;0,505270871;0,167296346;0,846403466;0,578905026;0,600965887
NOVA SERIE;2012;2502;Santa Amélia;0,224876398;1,224327053;0,049972515;39,05352056;0,174903803;0,274848833;42,78988854;149,3709631;88,22352941;188,7871854;80,2125;0,049972515;40,81679002;10,82734111;0,876998327;0,883810301;118,0895073;95,63761686;14,21718055;10,83;468,1;92,56198347;12,95777923;0,024986258;0,149917545;0,424766378;23,95931489;5,746839238;0,749587727;4,497526361;1,499175454;0,749587727;104,9422817;1,71030933;1,069411823;21,71305782;0,853833515;0,481140894;0,835245213;0,339605866;0,834003054;0,845452419;0,950533291;0,68996438;0,650625704;0,197301833;0,853351008;0,481016024;0,827999919;0,501253735;0,834003054;0,845452419;0,950533291;0,675235543;0,623200775;0,197301833;0,727883883;0,726670305
NOVA SERIE;2012;2503;Pampulha;0,076578162;1,76129773;0,382877709;41,35079256;0,306302167;0,306302167;202,8075187;348,9751056;94,78181818;258,9586524;91,81428571;0,382877709;80,17845777;13,84451098;0,858831305;0,882025754;122,4051896;95,36960604;52,53082166;11,56333333;471,1;94,32624113;152,9506559;0,076575542;0,229726625;0,229726625;37,10094909;13,78359752;0;4,594532506;1,531510835;0,765755418;335,400873;5,624473543;19,97090129;65,24236159;0,746663142;0,700042421;0,955362678;0,958373071;0,917221359;0,937814887;0,965029718;0,682088943;0,639138349;0,529361835;0,778202143;0,673216848;0,951575089;0,900472569;0,917221359;0,937814887;0,965029718;0,654941165;0,597885894;0,529361835;0,814881291;0,806031783
NOVA SERIE;2012;2504;Jaraguá;0,187477753;1,90156007;0,026782366;64,33124431;0,241041298;0,214258932;67,17518933;93,19544762;92,6;60,16548463;81,32;0,107129466;40,70611682;9,346592297;0,783658555;0,816872573;112,8816872;91,32849118;23,56848251;10,51333333;469,1;92,70833333;4,013733893;0,053564733;0,080347099;0,133911832;27,58661604;5,892120628;1,606941989;3,749531309;0,803470995;0,803470995;59,18902994;1,592211688;6,181370186;30,1301623;0,900163378;0,496337891;0,838693095;0,589134261;0,80947261;0,879796194;0,841467224;0,63439427;0,630766489;0,243365193;0,892995409;0,495879298;0,819127281;0,685302083;0,80947261;0,879796194;0,841467224;0,62822353;0,596625312;0,243365193;0,728236558;0,723371409
NOVA SERIE;2012;2505;Sarandi;0,035663839;2,425141073;0,071326676;25,82025678;0,249643367;0,17831669;73,47788955;74,21009603;91,17777778;71,98335645;68,86666667;0;27,50445364;6,53723559;0,860745915;0,803594296;111,0800224;97,34475271;4,279600571;12,28;472,1;100;0,305787226;0,035663338;0;0,142653352;36,55127518;0;1,069900143;3,92296719;1,426533524;0,356633381;35,30670471;2,655135521;27,23965763;52,74607703;0,651975663;0,470692901;0,829273009;0;0,737582279;0,760038209;0,659382611;0,53398724;0,487806861;0,443263474;0,66044533;0,47067749;0,806393087;0,232684354;0,737582279;0,760038209;0,659382611;0,563417482;0,514688211;0,443263474;0,631896258;0,643656692
NOVA SERIE;2012;2506;Castelo;0,159352209;0,54179751;0;7,999490072;0,127481914;0,095611435;16,9529708;39,91869767;98,22;15,63126253;90,5;0;40,91161806;10,62740026;0,839738854;0,987372035;99,00710512;87,16822327;5,322369889;11,31333333;470,1;77,14285714;10,00226618;0;0;0,159352392;19,28368998;1,593523919;1,274819135;2,230933486;0;0,318704784;14,34171527;2,436498072;17,64987092;46,91334417;0,669688673;0,239932239;0,489452244;0;0,82892114;0,77109282;0,924186344;0,528429429;0,323255586;0,382785385;0,712301088;0,362122556;0,531829872;0,21960599;0,82892114;0,77109282;0,924186344;0,560715855;0,370921782;0,382785385;0,592594755;0,62153011
NOVA SERIE;2012;2507;Ouro Preto;0,078440553;1,333489396;0,0392203;20,15923442;0,078440601;0,078440601;26,25596189;126,9669693;95,875;104,805726;75,16666667;0,078440601;40,0662427;9,874693449;0,819194270;0,941988576;106,4463389;91,52105292;13,64866455;12,01333333;470,1;86,66666667;33,47705226;0,078440601;0,156881202;0,352982704;30,51399123;7,059654077;1,176609013;6,275248068;0,784406009;0;23,13997725;2,802290466;21,87708358;48,75083343;0,710372326;0,265512315;0,750750077;0,478625695;0,817278342;0,84109225;0,959756371;0,723590767;0,449139957;0,42034834;0,732899022;0,418790585;0,759807753;0,621921699;0,817278342;0,84109225;0,959756371;0,677385107;0,517204573;0,42034834;0,70035765;0,713252827
